C:\Users\guarn\Desktop\Auton_car_data\IMG\center_2022_03_31_17_38_18_697.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\left_2022_03_31_17_38_18_697.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\right_2022_03_31_17_38_18_697.jpg, 0, 0, 0, 7.952057E-05
C:\Users\guarn\Desktop\Auton_car_data\IMG\center_2022_03_31_17_38_18_804.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\left_2022_03_31_17_38_18_804.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\right_2022_03_31_17_38_18_804.jpg, 0, 0, 0, 7.962567E-05
C:\Users\guarn\Desktop\Auton_car_data\IMG\center_2022_03_31_17_38_18_908.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\left_2022_03_31_17_38_18_908.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\right_2022_03_31_17_38_18_908.jpg, 0, 0, 0, 7.888092E-05
C:\Users\guarn\Desktop\Auton_car_data\IMG\center_2022_03_31_17_38_19_010.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\left_2022_03_31_17_38_19_010.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\right_2022_03_31_17_38_19_010.jpg, 0, 0, 0, 7.900598E-05
C:\Users\guarn\Desktop\Auton_car_data\IMG\center_2022_03_31_17_38_19_113.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\left_2022_03_31_17_38_19_113.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\right_2022_03_31_17_38_19_113.jpg, 0, 0, 0, 8.174352E-05
C:\Users\guarn\Desktop\Auton_car_data\IMG\center_2022_03_31_17_38_19_218.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\left_2022_03_31_17_38_19_218.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\right_2022_03_31_17_38_19_218.jpg, 0, 0, 0, 7.8181E-05
C:\Users\guarn\Desktop\Auton_car_data\IMG\center_2022_03_31_17_38_19_319.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\left_2022_03_31_17_38_19_319.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\right_2022_03_31_17_38_19_319.jpg, 0, 0, 0, 8.326434E-05
C:\Users\guarn\Desktop\Auton_car_data\IMG\center_2022_03_31_17_38_19_421.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\left_2022_03_31_17_38_19_421.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\right_2022_03_31_17_38_19_421.jpg, 0, 0, 0, 7.811103E-05
C:\Users\guarn\Desktop\Auton_car_data\IMG\center_2022_03_31_17_38_19_523.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\left_2022_03_31_17_38_19_523.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\right_2022_03_31_17_38_19_523.jpg, 0, 0, 0, 8.140731E-05
C:\Users\guarn\Desktop\Auton_car_data\IMG\center_2022_03_31_17_38_19_629.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\left_2022_03_31_17_38_19_629.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\right_2022_03_31_17_38_19_629.jpg, 0, 0, 0, 7.961145E-05
C:\Users\guarn\Desktop\Auton_car_data\IMG\center_2022_03_31_17_38_19_733.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\left_2022_03_31_17_38_19_733.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\right_2022_03_31_17_38_19_733.jpg, 0, 0, 0, 8.262561E-05
C:\Users\guarn\Desktop\Auton_car_data\IMG\center_2022_03_31_17_38_19_837.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\left_2022_03_31_17_38_19_837.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\right_2022_03_31_17_38_19_837.jpg, 0, 0, 0, 7.732301E-05
C:\Users\guarn\Desktop\Auton_car_data\IMG\center_2022_03_31_17_38_19_941.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\left_2022_03_31_17_38_19_941.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\right_2022_03_31_17_38_19_941.jpg, 0, 0, 0, 7.984608E-05
C:\Users\guarn\Desktop\Auton_car_data\IMG\center_2022_03_31_17_38_20_041.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\left_2022_03_31_17_38_20_041.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\right_2022_03_31_17_38_20_041.jpg, 0, 0.0988587, 0, 0.04014606
C:\Users\guarn\Desktop\Auton_car_data\IMG\center_2022_03_31_17_38_20_143.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\left_2022_03_31_17_38_20_143.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\right_2022_03_31_17_38_20_143.jpg, 0, 0.3893202, 0, 0.3527622
C:\Users\guarn\Desktop\Auton_car_data\IMG\center_2022_03_31_17_38_20_247.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\left_2022_03_31_17_38_20_247.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\right_2022_03_31_17_38_20_247.jpg, 0, 0.7420292, 0, 1.225456
C:\Users\guarn\Desktop\Auton_car_data\IMG\center_2022_03_31_17_38_20_349.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\left_2022_03_31_17_38_20_349.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\right_2022_03_31_17_38_20_349.jpg, 0, 1, 0, 2.304602
C:\Users\guarn\Desktop\Auton_car_data\IMG\center_2022_03_31_17_38_20_448.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\left_2022_03_31_17_38_20_448.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\right_2022_03_31_17_38_20_448.jpg, -0.1126893, 1, 0, 3.478513
C:\Users\guarn\Desktop\Auton_car_data\IMG\center_2022_03_31_17_38_20_550.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\left_2022_03_31_17_38_20_550.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\right_2022_03_31_17_38_20_550.jpg, -0.1768533, 1, 0, 4.641426
C:\Users\guarn\Desktop\Auton_car_data\IMG\center_2022_03_31_17_38_20_649.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\left_2022_03_31_17_38_20_649.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\right_2022_03_31_17_38_20_649.jpg, 0, 1, 0, 5.798228
C:\Users\guarn\Desktop\Auton_car_data\IMG\center_2022_03_31_17_38_20_751.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\left_2022_03_31_17_38_20_751.jpg, C:\Users\guarn\Desktop\Auton_car_data\IMG\right_2022_03_31_17_38_20_751.jpg, -0.2641143, 1, 0, 6.931923
